id,country,city
2812,costa-rica,desamparados
2813,costa-rica,la-uruca
2814,costa-rica,siquirres
2815,costa-rica,san-vicente
2816,costa-rica,buenos-aires
2817,costa-rica,poas
2818,costa-rica,curridabat
2819,costa-rica,esparza
2820,costa-rica,san-pablo
2821,costa-rica,purral
2822,costa-rica,turrialba
2823,costa-rica,canas
2824,costa-rica,san-juan
2825,costa-rica,horquetas
2826,costa-rica,rita
2827,costa-rica,san-pedro
2828,costa-rica,san-rafael-abajo
2829,costa-rica,cartago
2830,costa-rica,guadalupe
2831,costa-rica,paraiso
2832,costa-rica,sartalillo
2833,costa-rica,aguas-zarcas
2834,costa-rica,san-francisco
2835,costa-rica,puerto-viejo
2836,costa-rica,guacima
2837,costa-rica,quepos
2838,costa-rica,bagaces
2839,costa-rica,san-juan-de-dios
2840,costa-rica,heredia
2841,costa-rica,zapote
2842,costa-rica,abangaritos
2843,costa-rica,colon
2844,costa-rica,pital
2845,costa-rica,roxana
2846,costa-rica,batan
2847,costa-rica,upala
2848,costa-rica,parrita
2849,costa-rica,pozos
2850,costa-rica,fortuna
2851,costa-rica,san-rafael-arriba
2852,costa-rica,florencia
2853,costa-rica,sardinal
2854,costa-rica,grecia
2855,costa-rica,san-vito
2856,costa-rica,copalchi
2857,costa-rica,los-chiles
2858,costa-rica,santa-ana
2859,costa-rica,matinilla
2860,costa-rica,puerto-jimenez
2861,costa-rica,santiago
2862,costa-rica,alajuelita
2863,costa-rica,escazu
2864,costa-rica,patarra
2865,costa-rica,sixaola
2866,costa-rica,jaco
2867,costa-rica,san-josecito
2868,costa-rica,golfito
2869,costa-rica,nandayure
2870,costa-rica,rio-cuarto
2871,costa-rica,sabalito
2872,costa-rica,rio-segundo
2873,costa-rica,puente-de-piedra
2874,costa-rica,la-virgen
2875,costa-rica,jimenez
2876,costa-rica,san-antonio
2877,costa-rica,dulce-nombre-de-jesus
2878,costa-rica,orotina
2879,costa-rica,venecia
2880,costa-rica,canoas
2881,costa-rica,tres-rios
2882,costa-rica,carrillos
2883,costa-rica,la-cruz
2884,costa-rica,san-ignacio
2885,costa-rica,pacuarito
2886,costa-rica,rio-jimenez
2887,costa-rica,tilaran
2888,costa-rica,ciudad-cortes
2889,cote-divoire,abidjan
2890,cote-divoire,yopougon
2891,cote-divoire,cocody
2892,cote-divoire,bouake
2893,cote-divoire,port-bouet
2894,cote-divoire,daloa
2895,cote-divoire,koumassi
2896,cote-divoire,san-pedro
2897,cote-divoire,attiecoube
2898,cote-divoire,korhogo
2899,cote-divoire,gagnoa
2900,cote-divoire,soubre
2901,cote-divoire,oume
2902,cote-divoire,man
2903,cote-divoire,duekoue
2904,cote-divoire,marcory
2905,cote-divoire,bingerville
2906,cote-divoire,divo
2907,cote-divoire,abengourou
2908,cote-divoire,ferkessedougou
2909,cote-divoire,adzope
2910,cote-divoire,bondoukou
2911,cote-divoire,dabou
2912,cote-divoire,sinfra
2913,cote-divoire,agboville
2914,cote-divoire,grand-bassam
2915,cote-divoire,daoukro
2916,cote-divoire,aboisso
2917,cote-divoire,bouna
2918,cote-divoire,boundiali
2919,cote-divoire,katiola
2920,cote-divoire,sassandra
2921,cote-divoire,odienne
2922,cote-divoire,dabakala
2923,cote-divoire,grand-lahou
2924,cote-divoire,bongouanou
2925,cote-divoire,mankono
2926,cote-divoire,bouafle
2927,cote-divoire,biankouma
2928,cote-divoire,dimbokro
2929,cote-divoire,seguela
2930,cote-divoire,guiglo
2931,cote-divoire,touba
2932,cote-divoire,toumodi
2933,cote-divoire,yamoussoukro
2934,cote-divoire,toumoukro
2935,cote-divoire,kong
2936,cote-divoire,rubino
2937,cote-divoire,jacqueville
2938,cote-divoire,bin-houye
2939,cote-divoire,noe
2940,cote-divoire,bonoufla
2941,cote-divoire,sipilou
2942,cote-divoire,zaliohouan
2943,cote-divoire,yabayo
2944,cote-divoire,luenoufla
2945,cote-divoire,mabehiri
2946,cote-divoire,para
2947,cote-divoire,bedigoazon
2948,cote-divoire,brofodoume
2949,cote-divoire,ahigbe-koffikro
2950,cote-divoire,doukouya
2951,cote-divoire,minignan
2952,cote-divoire,pelezi
2953,cote-divoire,mignoure
2954,cote-divoire,papara
2955,cote-divoire,bangolo
2956,croatia,zagreb
2957,croatia,split
2958,croatia,rijeka
2959,croatia,osijek
2960,croatia,sesvete
2961,croatia,zadar
2962,croatia,velika-gorica
2963,croatia,pula
2964,croatia,karlovac
2965,croatia,slavonski-brod
2966,croatia,varazdin
2967,croatia,sibenik
2968,croatia,dubrovnik
2969,croatia,sisak
2970,croatia,kastel-stari
2971,croatia,samobor
2972,croatia,bjelovar
2973,croatia,vinkovci
2974,croatia,koprivnica
2975,croatia,cakovec
2976,croatia,zapresic
2977,croatia,solin
2978,croatia,ðakovo
2979,croatia,sinj
2980,croatia,vukovar
2981,croatia,pozega
2982,croatia,petrinja
2983,croatia,kutina
2984,croatia,virovitica
2985,croatia,krizevci
2986,croatia,dugo-selo
2987,croatia,porec
2988,croatia,viskovo
2989,croatia,metkovic
2990,croatia,sveti-ivan-zelina
2991,croatia,jastrebarsko
2992,croatia,nasice
2993,croatia,omis
2994,croatia,makarska
2995,croatia,ivanic-grad
2996,croatia,vrbovec
2997,croatia,rovinj
2998,croatia,ivanec
2999,croatia,umag
3000,croatia,trogir
3001,croatia,ogulin
3002,croatia,novi-marof
3003,croatia,nova-gradiska
3004,croatia,knin
3005,croatia,krapina
3006,croatia,slatina
3007,croatia,gospic
3008,croatia,novska
3009,croatia,nedelisce
3010,croatia,matulji
3011,croatia,brdovec
3012,croatia,opatija
3013,croatia,labin
3014,croatia,podstrana
3015,croatia,popovaca
3016,croatia,duga-resa
3017,croatia,kastav
3018,croatia,daruvar
3019,croatia,crikvenica
3020,croatia,valpovo
3021,croatia,benkovac
3022,croatia,cepin
3023,croatia,zupanja
3024,croatia,imotski
3025,croatia,pleternica
3026,croatia,belisce
3027,croatia,zabok
3028,croatia,vodice
3029,croatia,garesnica
3030,croatia,pazin
3031,cuba,havana
3032,cuba,santiago-de-cuba
3033,cuba,holguin
3034,cuba,camaguey
3035,cuba,santa-clara
3036,cuba,bayamo
3037,cuba,guantanamo
3038,cuba,las-tunas
3039,cuba,pinar-del-rio
3040,cuba,cienfuegos
3041,cuba,matanzas
3042,cuba,ciego-de-avila
3043,cuba,sancti-spiritus
3044,cuba,san-jose-de-las-lajas
3045,cuba,artemisa
3046,cuba,nueva-gerona
3047,cuba,carlos-manuel-de-cespedes
3048,cuba,manzanillo
3049,cuba,palma-soriano
3050,cuba,contramaestre
3051,cuba,mayari
3052,cuba,puerto-padre
3053,cuba,san-luis
3054,cuba,jaguey-grande
3055,cuba,consolacion-del-sur
3056,cuba,cardenas
3057,cuba,baracoa
3058,cuba,trinidad
3059,cuba,moa
3060,cuba,colon
3061,cuba,florida
3062,cuba,placetas
3063,cuba,gibara
3064,cuba,guines
3065,cuba,manicaragua
3066,cuba,yara
3067,cuba,moron
3068,cuba,jiguani
3069,cuba,jovellanos
3070,cuba,camajuani
3071,cuba,bartolome-maso
3072,cuba,santa-lucia
3073,cuba,yaguajay
3074,cuba,sagua-la-grande
3075,cuba,ranchuelo
3076,cuba,vertientes
3077,cuba,baguanos
3078,cuba,jobabo
3079,cuba,cumanayagua
3080,cuba,santo-domingo
3081,cuba,jesus-menendez
3082,cuba,remedios
3083,cuba,rio-cauto
3084,cuba,sagua-de-tanamo
3085,cuba,guisa
3086,cuba,san-juan-y-martinez
3087,cuba,bahia-honda
3088,cuba,jatibonico
3089,cuba,mariel
3090,cuba,campechuela
3091,cuba,niquero
3092,cuba,chambas
3093,cuba,santa-cruz-del-sur
3094,cuba,cacocum
3095,cuba,los-palacios
3096,cuba,caibarien
3097,cuba,san-german
3098,cuba,guira-de-melena
3099,cuba,caimito
3100,cuba,amancio
3101,cuba,guaimaro
3102,cuba,minas
3103,cuba,la-palma
3104,cuba,union-de-reyes
3105,cuba,santa-cruz-del-norte
3106,cuba,banes
3107,cuba,san-antonio-de-los-banos
3108,cuba,taguasco
3109,cuba,rodas
3110,cuba,cabaiguan
3111,cuba,palmira
3112,cuba,media-luna
3113,cuba,encrucijada
3114,cuba,colombia
3115,cuba,aguada-de-pasajeros
3116,cuba,fomento
3117,cuba,minas-de-matahambre
3118,cuba,buey-arriba
3119,cuba,perico
3120,cuba,alquizar
3121,cuba,pedro-betancourt
3122,cuba,quivican
3123,cuba,esmeralda
3124,cuba,san-cristobal
3125,cuba,primero-de-enero
3126,cuba,cruces
3127,cuba,sibanicu
3128,cuba,manati
3129,cuba,pilon
3130,cuba,venezuela
3131,cuba,ciro-redondo
3132,cuba,bejucal
3133,cuba,vinales
3134,cuba,calimete
3135,cuba,majagua
3136,cuba,madruga
3137,cuba,cifuentes
3138,cuba,san-antonio-del-sur
3139,cuba,batabano
3140,cuba,limonar
3141,cuba,corralillo
3142,cuba,nueva-paz
3143,cuba,jaruco
3144,cuba,bauta
3145,cuba,los-arabos
3146,cuba,guanajay
3147,cuba,lajas
3148,cuba,cayo-mambi
3149,cuba,marti
3150,cuba,san-nicolas
3151,cuba,antilla
3152,cuba,florencia
3153,cuba,melena-del-sur
3154,cuba,quemado-de-guines
3155,cuba,jimaguayu
3156,cuba,candelaria
3157,cuba,la-sierpe
3158,cuba,najasa
3159,cuba,bolivia
3160,cuba,imias
3161,curacao,willemstad
3162,cyprus,nicosia
3163,cyprus,limassol
3164,cyprus,larnaca
3165,cyprus,paphos
3166,cyprus,famagusta
3167,cyprus,kyrenia
3168,cyprus,kato-polemidia
3169,cyprus,aradippou
3170,cyprus,latsia
3171,cyprus,paralimni
3172,cyprus,agios-athanasios
3173,cyprus,mesa-geitonia
3174,cyprus,germasogeia
3175,cyprus,dali
3176,czechia,prague
3177,czechia,brno
3178,czechia,ostrava
3179,czechia,plzen
3180,czechia,liberec
3181,czechia,olomouc
3182,czechia,ceske-budejovice
3183,czechia,hradec-kralove
3184,czechia,pardubice
3185,czechia,usti-nad-labem
3186,czechia,zlin
3187,czechia,jihlava
3188,czechia,karlovy-vary
3189,czechia,tabor
3190,czechia,znojmo
3191,czechia,breclav
3192,czechia,krnov
3193,czechia,strakonice
3194,czechia,svitavy
3195,czechia,tachov
3196,denmark,copenhagen
3197,denmark,aarhus
3198,denmark,odense
3199,denmark,aalborg
3200,denmark,esbjerg
3201,denmark,randers
3202,denmark,horsens
3203,denmark,kolding
3204,denmark,vejle
3205,denmark,roskilde
3206,denmark,herning
3207,denmark,silkeborg
3208,denmark,hørsholm
3209,denmark,helsingør
3210,denmark,næstved
3211,denmark,viborg
3212,denmark,fredericia
3213,denmark,køge
3214,denmark,holstebro
3215,denmark,taastrup
3216,denmark,hillerød
3217,denmark,slagelse
3218,denmark,holbæk
3219,denmark,sønderborg
3220,denmark,svendborg
3221,denmark,hjørring
3222,denmark,nørresundby
3223,denmark,ringsted
3224,denmark,frederikshavn
3225,denmark,haderslev
3226,denmark,birkerød
3227,denmark,farum
3228,denmark,skive
3229,denmark,nykøbing-falster
3230,denmark,skanderborg
3231,denmark,smørumnedre
3232,denmark,nyborg
3233,denmark,vordingborg
3234,denmark,solrød-strand
3235,denmark,frederikssund
3236,denmark,lillerød
3237,denmark,middelfart
3238,denmark,kalundborg
3239,denmark,ikast
3240,denmark,aabenraa
3241,denmark,hedehusene
3242,denmark,korsør
3243,denmark,grenaa
3244,denmark,varde
3245,denmark,rønne
3246,denmark,thisted
3247,denmark,værløse
3248,denmark,odder
3249,denmark,brønderslev
3250,denmark,frederiksværk
3251,denmark,hedensted
3252,denmark,nakskov
3253,denmark,dragør
3254,denmark,haslev
3255,denmark,hobro
3256,denmark,jyllinge
3257,denmark,lystrup
3258,denmark,vejen
3259,denmark,struer
3260,denmark,ringkøbing
3261,denmark,humlebæk
3262,denmark,støvring
3263,denmark,galten
3264,denmark,nykøbing-mors
3265,denmark,fredensborg
3266,denmark,helsinge
3267,denmark,sæby
3268,denmark,maløv
3269,denmark,aars
3270,denmark,løgten
3271,denmark,hundested
3272,denmark,sorø
3273,djibouti,djibouti
3274,djibouti,arta
3275,djibouti,ali-sabieh
3276,djibouti,dikhil
3277,djibouti,obock
3278,djibouti,yoboki
3279,djibouti,tadjourah
3280,dominica,roseau
3281,dominican-republic,santiago
3282,dominican-republic,santo-domingo
3283,dominican-republic,santo-domingo-este
3284,dominican-republic,puerto-plata
3285,dominican-republic,los-alcarrizos
3286,dominican-republic,higuey
3287,dominican-republic,san-cristobal
3288,dominican-republic,la-vega
3289,dominican-republic,san-pedro-de-macoris
3290,dominican-republic,san-francisco-de-macoris
3291,dominican-republic,bavaro
3292,dominican-republic,bani
3293,dominican-republic,boca-chica
3294,dominican-republic,la-romana
3295,dominican-republic,pantanal
3296,dominican-republic,san-juan
3297,dominican-republic,gurabo-al-medio
3298,dominican-republic,bonao
3299,dominican-republic,bajos-de-haina
3300,dominican-republic,los-minas
3301,dominican-republic,moca
3302,dominican-republic,azua
3303,dominican-republic,villa-altagracia
3304,dominican-republic,barahona
3305,dominican-republic,nagua
3306,dominican-republic,mao
3307,dominican-republic,cotui
3308,dominican-republic,pedro-brand
3309,dominican-republic,esperanza
3310,dominican-republic,jarabacoa
3311,dominican-republic,el-seibo
3312,dominican-republic,hato-mayor
3313,dominican-republic,consuelito
3314,dominican-republic,guerra
3315,dominican-republic,constanza
3316,dominican-republic,samana
3317,dominican-republic,monte-plata
3318,dominican-republic,san-luis
3319,dominican-republic,yamasa
3320,dominican-republic,tamboril
3321,dominican-republic,sosua
3322,dominican-republic,la-caleta
3323,dominican-republic,punal
3324,dominican-republic,las-matas-de-farfan
3325,dominican-republic,comendador
3326,dominican-republic,la-mata
3327,dominican-republic,yaguate
3328,dominican-republic,villa-bisono
3329,dominican-republic,padre-las-casas
3330,dominican-republic,salcedo
3331,dominican-republic,san-jose-de-ocoa
3332,dominican-republic,san-jose-de-las-matas
3333,dominican-republic,guayacanes
3334,dominican-republic,gaspar-hernandez
3335,dominican-republic,villa-gonzalez
3336,dominican-republic,neiba
3337,dominican-republic,san-lorenzo-de-guayubin
3338,dominican-republic,matanzas
3339,dominican-republic,sabaneta
3340,dominican-republic,rio-verde-arriba
3341,dominican-republic,villa-riva
3342,dominican-republic,bayaguana
3343,dominican-republic,sabana-grande-de-boya
3344,dominican-republic,cambita-garabitos
3345,dominican-republic,san-gregorio-de-nigua
3346,dominican-republic,jima-abajo
3347,dominican-republic,dajabon
3348,dominican-republic,tenares
3349,dominican-republic,nizao
3350,dominican-republic,tamayo
3351,dominican-republic,licey-al-medio
3352,dominican-republic,quisqueya
3353,dominican-republic,villa-tapia
3354,dominican-republic,monte-cristi
3355,dominican-republic,el-factor
3356,dominican-republic,cabrera
3357,dominican-republic,laguna-salada
3358,dominican-republic,yasica-arriba
3359,dominican-republic,los-llanos
3360,dominican-republic,fantino
3361,dominican-republic,imbert
3362,dominican-republic,san-rafael-del-yuma
3363,dominican-republic,vicente-noble
3364,dominican-republic,san-victor-abajo
3365,dominican-republic,piedra-blanca
3366,dominican-republic,esperalvillo
3367,dominican-republic,sanchez
3368,dominican-republic,cercado-abajo
3369,dominican-republic,miches
3370,dominican-republic,jicome
3371,dominican-republic,luperon
3372,dominican-republic,rio-grande
3373,dominican-republic,altamira
3374,dominican-republic,las-terrenas
3375,dominican-republic,maimon
3376,dominican-republic,pimentel
3377,dominican-republic,cenovi
3378,dominican-republic,tabara-arriba
3379,dominican-republic,yayas-de-viajama
3380,dominican-republic,villa-isabela
3381,dominican-republic,santo-tomas-de-janico
3382,dominican-republic,guaymate
3383,dominican-republic,ramon-santana
3384,dominican-republic,cayetano-germosen
3385,dominican-republic,sabana-de-la-mar
3386,dominican-republic,galvan
3387,dominican-republic,castillo
3388,dominican-republic,loma-de-cabrera
3389,dominican-republic,sabana-grande-de-palenque
3390,dominican-republic,jamao-al-norte
3391,dominican-republic,rio-san-juan
3392,dominican-republic,castanuelas
3393,dominican-republic,cabral
3394,dominican-republic,las-guaranas
3395,dominican-republic,cabarete
3396,dominican-republic,paraiso
3397,dominican-republic,villa-vasquez
3398,dominican-republic,arenoso
3399,dominican-republic,pedernales
3400,dominican-republic,duverge
3401,dominican-republic,sabana-iglesia
3402,dominican-republic,juan-de-herrera
3403,dominican-republic,los-hidalgos
3404,dominican-republic,cevicos
3405,dominican-republic,los-bellosos
3406,dominican-republic,vallejuelo
3407,dominican-republic,baitoa
3408,dominican-republic,moncion
3409,dominican-republic,jimani
3410,dominican-republic,sabana-yegua
3411,dominican-republic,las-charcas
3412,dominican-republic,pueblo-viejo
3413,dominican-republic,los-almacigos
3414,dominican-republic,villa-jaragua
3415,dominican-republic,las-matas-de-santa-cruz
3416,dominican-republic,sabaneta-de-yasica
3417,dominican-republic,rancho-arriba
3418,dominican-republic,enriquillo
3419,dominican-republic,los-rios
3420,dominican-republic,sabana-larga
3421,dominican-republic,bohechio
3422,dominican-republic,el-cacao
3423,dominican-republic,maizal
3424,dominican-republic,pepillo-salcedo
3425,dominican-republic,el-valle
3426,dominican-republic,peralta
3427,ecuador,guayaquil
3428,ecuador,quito
3429,ecuador,cuenca
3430,ecuador,santo-domingo-de-los-colorados
3431,ecuador,eloy-alfaro
3432,ecuador,machala
3433,ecuador,manta
3434,ecuador,portoviejo
3435,ecuador,loja
3436,ecuador,quevedo
3437,ecuador,ambato
3438,ecuador,riobamba
3439,ecuador,daule
3440,ecuador,milagro
3441,ecuador,ibarra
3442,ecuador,esmeraldas
3443,ecuador,la-libertad
3444,ecuador,babahoyo
3445,ecuador,sangolqui
3446,ecuador,latacunga
3447,ecuador,samborondon
3448,ecuador,montecristi
3449,ecuador,pasaje
3450,ecuador,santa-rosa
3451,ecuador,tulcan
3452,ecuador,huaquillas
3453,ecuador,nueva-loja
3454,ecuador,chone
3455,ecuador,santa-elena
3456,ecuador,puerto-francisco-de-orellana
3457,ecuador,playas
3458,ecuador,san-jacinto-de-buena-fe
3459,ecuador,jipijapa
3460,ecuador,cayambe
3461,ecuador,velasco-ibarra
3462,ecuador,otavalo
3463,ecuador,ventanas
3464,ecuador,la-troncal
3465,ecuador,naranjal
3466,ecuador,azogues
3467,ecuador,la-concordia
3468,ecuador,salinas
3469,ecuador,vinces
3470,ecuador,naranjito
3471,ecuador,puyo
3472,ecuador,balzar
3473,ecuador,la-mana
3474,ecuador,rosa-zarate
3475,ecuador,guaranda
3476,ecuador,tena
3477,ecuador,san-lorenzo-de-esmeraldas
3478,ecuador,jaramijo
3479,ecuador,pedernales
3480,ecuador,catamayo
3481,ecuador,atuntaqui
3482,ecuador,pedro-carbo
3483,ecuador,machachi
3484,ecuador,valencia
3485,ecuador,yaguachi-nuevo
3486,ecuador,camilo-ponce-enriquez
3487,ecuador,macas
3488,ecuador,bahia-de-caraquez
3489,ecuador,guabo
3490,ecuador,puerto-quito
3491,ecuador,calceta
3492,ecuador,atacames
3493,ecuador,valle
3494,ecuador,pinas
3495,ecuador,zamora
3496,ecuador,san-antonio-de-ibarra
3497,ecuador,san-miguel-de-salcedo
3498,ecuador,lomas-de-sargentillo
3499,ecuador,montalvo
3500,ecuador,pujili
3501,ecuador,san-gabriel
3502,ecuador,banos
3503,ecuador,ricaurte
3504,ecuador,yantzaza
3505,ecuador,cariamanga
3506,ecuador,balao
3507,ecuador,puerto-ayora
3508,ecuador,sinincay
3509,ecuador,puerto-lopez
3510,ecuador,macara
3511,ecuador,zumbagua
3512,ecuador,cumanda
3513,ecuador,pelileo
3514,ecuador,tosagua
3515,ecuador,santa-cruz
3516,ecuador,sucua
3517,ecuador,rocafuerte
3518,ecuador,cotacachi
3519,ecuador,palestina
3520,ecuador,piedrahita
3521,ecuador,zaruma
3522,ecuador,saquisili
3523,ecuador,san-vicente
3524,ecuador,pillaro
3525,ecuador,gualaquiza
3526,ecuador,guano
3527,ecuador,san-miguel
3528,ecuador,simon-bolivar
3529,ecuador,puerto-baquerizo-moreno
3530,ecuador,alausi
3531,ecuador,muisne
3532,ecuador,valdez
3533,ecuador,puerto-villamil
3534,ecuador,yaupi
3535,egypt,cairo
3536,egypt,giza
3537,egypt,alexandria
3538,egypt,al-mansurah
3539,egypt,port-said
3540,egypt,al-fayyum
3541,egypt,suez
3542,egypt,tanta
3543,egypt,ismailia
3544,egypt,asyut
3545,egypt,az-zaqaziq
3546,egypt,shibin-al-kawm
3547,egypt,aswan
3548,egypt,damanhur
3549,egypt,al-minya
3550,egypt,damietta
3551,egypt,luxor
3552,egypt,qina
3553,egypt,suhaj
3554,egypt,bani-suwayf
3555,egypt,al-arish
3556,egypt,al-ghardaqah
3557,egypt,banha
3558,egypt,kafr-ash-shaykh
3559,egypt,matruh
3560,egypt,al-kharjah
3561,egypt,at-tur
3562,egypt,bir-al-abd
3563,egypt,rafah
3564,egypt,ash-shaykh-zuwayd
3565,egypt,dayrut
3566,egypt,abu-tisht
3567,egypt,idfu
3568,egypt,ras-gharib
3569,egypt,madinat-as-sadat
3570,egypt,maghaghah
3571,egypt,sidi-barani
3572,egypt,safaja
3573,egypt,siwah
3574,egypt,ad-dabah
3575,egypt,sharm-ash-shaykh
3576,egypt,qalat-an-nakhl
3577,egypt,mandishah
3578,egypt,as-sallum
3579,egypt,qasr-al-farafirah
3580,egypt,al-qasr
3581,egypt,al-alamayn
3582,egypt,barnis
3583,el-salvador,san-salvador
3584,el-salvador,santa-ana
3585,el-salvador,soyapango
3586,el-salvador,san-miguel
3587,el-salvador,santa-tecla
3588,el-salvador,mejicanos
3589,el-salvador,apopa
3590,el-salvador,delgado
3591,el-salvador,ahuachapan
3592,el-salvador,ilopango
3593,el-salvador,colon
3594,el-salvador,tonacatepeque
3595,el-salvador,san-juan-opico
3596,el-salvador,chalchuapa
3597,el-salvador,usulutan
3598,el-salvador,san-martin
3599,el-salvador,sonsonate
3600,el-salvador,izalco
3601,el-salvador,cuscatancingo
3602,el-salvador,zacatecoluca
3603,el-salvador,san-marcos
3604,el-salvador,ilobasco
3605,el-salvador,ciudad-arce
3606,el-salvador,metapan
3607,el-salvador,san-vicente
3608,el-salvador,quezaltepeque
3609,el-salvador,acajutla
3610,el-salvador,cojutepeque
3611,el-salvador,nahuizalco
3612,el-salvador,jiquilisco
3613,el-salvador,san-pedro-perulapan
3614,el-salvador,san-francisco-menendez
3615,el-salvador,panchimalco
3616,el-salvador,sensuntepeque
3617,el-salvador,santiago-nonualco
3618,el-salvador,conchagua
3619,el-salvador,coatepeque
3620,el-salvador,la-libertad
3621,el-salvador,armenia
3622,el-salvador,ayutuxtepeque
3623,el-salvador,la-union
3624,el-salvador,antiguo-cuscatlan
3625,el-salvador,atiquizaya
3626,el-salvador,tacuba
3627,el-salvador,olocuilta
3628,el-salvador,nejapa
3629,el-salvador,chalatenango
3630,el-salvador,nueva-concepcion
3631,el-salvador,jujutla
3632,el-salvador,santa-rosa-de-lima
3633,el-salvador,san-antonio-del-monte
3634,el-salvador,san-pedro-masahuat
3635,el-salvador,santo-tomas
3636,el-salvador,sonzacate
3637,el-salvador,ciudad-barrios
3638,el-salvador,suchitoto
3639,el-salvador,juayua
3640,el-salvador,el-congo
3641,el-salvador,tecoluca
3642,el-salvador,candelaria-de-la-frontera
3643,el-salvador,moncagua
3644,el-salvador,zaragoza
3645,el-salvador,chinameca
3646,el-salvador,san-luis-talpa
3647,el-salvador,aguilares
3648,el-salvador,san-francisco
3649,el-salvador,san-pablo-tacachico
3650,el-salvador,chirilagua
3651,el-salvador,santiago-texacuangos
3652,el-salvador,guaymango
3653,el-salvador,san-julian
3654,el-salvador,san-sebastian-salitrillo
3655,el-salvador,jucuapa
3656,el-salvador,el-transito
3657,el-salvador,apastepeque
3658,el-salvador,santiago-de-maria
3659,el-salvador,texistepeque
3660,el-salvador,berlin
3661,el-salvador,san-alejo
3662,el-salvador,santa-elena
3663,el-salvador,san-juan-nonualco
3664,el-salvador,san-rafael-cedros
3665,el-salvador,el-rosario
3666,el-salvador,puerto-el-triunfo
3667,el-salvador,pasaquina
3668,el-salvador,corinto
3669,el-salvador,lolotique
3670,el-salvador,anamoros
3671,el-salvador,el-paisnal
3672,el-salvador,huizucar
3673,el-salvador,san-sebastian
3674,el-salvador,tepecoyo
3675,el-salvador,tejutla
3676,el-salvador,san-jose-villanueva
3677,el-salvador,tamanique
3678,el-salvador,jucuaran
3679,el-salvador,lislique
3680,el-salvador,el-carmen
3681,el-salvador,san-rafael-oriente
3682,el-salvador,mercedes-umana
3683,el-salvador,concepcion-de-ataco
3684,el-salvador,cuisnahuat
3685,el-salvador,victoria
3686,el-salvador,ozatlan
3687,el-salvador,teotepeque
3688,el-salvador,sacacoyo
3689,el-salvador,la-palma
3690,el-salvador,concepcion-batres
3691,el-salvador,comasagua
3692,el-salvador,santa-cruz-michapa
3693,el-salvador,guatajiagua
3694,el-salvador,alegria
3695,el-salvador,sociedad
3696,el-salvador,rosario-de-mora
3697,el-salvador,jayaque
3698,el-salvador,cacaopera
3699,el-salvador,chiltiupan
3700,el-salvador,santa-maria
3701,el-salvador,chapeltique
3702,el-salvador,sesori
3703,el-salvador,el-paraiso
3704,el-salvador,nahulingo
3705,el-salvador,el-refugio
3706,el-salvador,candelaria
3707,el-salvador,santa-isabel-ishuatan
3708,el-salvador,monte-san-juan
3709,el-salvador,san-simon
3710,el-salvador,santa-catarina-masahuat
3711,el-salvador,jocoro
3712,el-salvador,san-rafael-obrajuelo
3713,el-salvador,poloros
3714,el-salvador,chilanga
3715,el-salvador,nueva-esparta
3716,el-salvador,la-reina
3717,el-salvador,san-jose-guayabal
3718,el-salvador,san-pedro-nonualco
3719,el-salvador,san-lorenzo
3720,el-salvador,caluco
3721,el-salvador,san-jorge
3722,el-salvador,estanzuelas
3723,el-salvador,turin
3724,el-salvador,dulce-nombre-de-maria
3725,el-salvador,osicala
3726,el-salvador,nueva-guadalupe
3727,el-salvador,san-ignacio
3728,equatorial-guinea,malabo
3729,equatorial-guinea,bata
3730,equatorial-guinea,sevilla-de-niefang
3731,equatorial-guinea,ebebiyin
3732,equatorial-guinea,santiago-de-baney
3733,equatorial-guinea,anisoc
3734,equatorial-guinea,bengonbeyene
3735,equatorial-guinea,mbini
3736,equatorial-guinea,aconibe
3737,equatorial-guinea,rebola
3738,equatorial-guinea,luba
3739,equatorial-guinea,mongomo
3740,equatorial-guinea,pale
3741,equatorial-guinea,evinayong
3742,equatorial-guinea,djibloho
3743,equatorial-guinea,calatrava
3744,eritrea,asmara
3745,eritrea,keren
3746,eritrea,gwelej
3747,eritrea,assab
3748,eritrea,massawa
3749,eritrea,mendefera
3750,eritrea,dbarwa
3751,eritrea,barentu
3752,eritrea,beylul
3753,eritrea,adi-keyh
3754,eritrea,ghindae
3755,eritrea,edd
3756,eritrea,dekemhare
3757,eritrea,akordat
3758,eritrea,nefasit
3759,eritrea,teseney
3760,estonia,tallinn
3761,estonia,tartu
3762,estonia,narva
3763,estonia,parnu
3764,estonia,kohtla-jarve
3765,estonia,viljandi
3766,estonia,maardu
3767,estonia,rakvere
3768,estonia,kuressaare
3769,estonia,sillamae
3770,estonia,valga
3771,estonia,voru
3772,estonia,keila
3773,estonia,johvi
3774,estonia,haapsalu
3775,estonia,paide
3776,estonia,polva
3777,estonia,rapla
3778,estonia,jogeva
3779,estonia,kardla
3780,eswatini,manzini
3781,eswatini,mbabane
3782,eswatini,siteki
3783,eswatini,lobamba
3784,eswatini,piggs-peak
3785,eswatini,lavumisa
3786,eswatini,hlatikulu
3787,eswatini,nhlangano
3788,ethiopia,addis-ababa
3789,ethiopia,erer-sata
3790,ethiopia,shashemene
3791,ethiopia,kebri-dehar
3792,ethiopia,nazret
3793,ethiopia,mekele
3794,ethiopia,gode
3795,ethiopia,awasa
3796,ethiopia,dire-dawa
3797,ethiopia,bahir-dar
